id,name,singer,detected_key,confidence,first_chord,last_chord,num_chords,status,final_key
3000144,"Tiny Dancer","Elton John",C,1,C,C,227,ok,C
3000145,"While My Guitar Gently Weeps","The Beatles",Am,1,Am,E,120,ok,Am
3000146,"Hey Jude","The Beatles",F,1,F,F,87,ok,F
3000147,"Virtual Insanity","Jamiroquai",Ebm,1,Ebm,Bm,176,ok,Ebm
3000148,"Let it grow","Eric Clapton",Bm,0.77,Bm,A,147,ok,Bm
3000149,"Ticket to ride","The Beatles",G,1,G,G,68,ok,G
3000150,"Layla (Acoustic)","Eric Clapton",Dm,1,Dm,Dm,156,ok,Dm
3000151,"Patience","Guns N Roses",Db,0.87,B,Db,148,ok,Db
3000152,"I'm a Believer","The Monkees",G,1,G,G,165,ok,G
3000153,"Strong","Robbie Williams",D,1,D,D,96,ok,D
3000154,"Money For Nothing","Dire Straits",Gm,1,Gm,Gm,125,ok,Gm
3000155,"Take On Me","A-ha",A,1,Bm,A,142,ok,A
3000156,"Shiny Happy People","REM",A,0.59,G,A,146,ok,A
3000157,"You Give Love A Bad Name","Bon Jovi",Cm,1,Cm,Cm,114,ok,Cm
3000158,"Another Brick In The Wall","Pink Floyd",Dm,1,Dm,Dm,39,ok,Dm
3000159,"Beat It","Michael Jackson",Em,0.6,Ab,Em,104,ok,Em
3000160,"Mr. Jones","Counting Crows",G,0.64,Am,G,145,ok,G
3000161,"Street Spirit (Fade Out)","Radiohead",Am,1,Am,Am,73,ok,Am
3000162,"Wild Horses","The Rolling Stones",G,1,G,G,165,ok,G
3000163,"She's Not There","The Zombies",A,0.72,Am,A,222,ok,A
3000164,"High And Dry","Radiohead",E,1,F#m,E,99,ok,E
3000165,"I'm Gonna Be (500 Miles)","The Proclaimers",E,1,E,E,128,ok,E
3000166,"Just The Two of Us","Bill Withers",Em,1,C,Em,171,ok,Em
3000167,"Blackbird","The Beatles",G,1,G,G,136,ok,G
3000168,"She Loves You","The Beatles",G,1,Em,G,69,ok,G
3000169,"You Can't Hurry love","Phill Collins",G,1,G,G,102,ok,G
3000170,"Reality","Richard Sanderson",G,1,G,G,126,ok,G
3000171,"Light My Fire","The Doors",A,0.77,G,A,122,ok,A
3000172,"Kayleigh","Marillion",D,0.76,Bm,D,141,ok,D
3000173,"Yesterday","The Beatles",F,1,F,F,83,ok,F
3000174,"Hero","Family of the Year ",F,1,F,F,94,ok,F
3000175,"Turn Of A Friendly Card","Alan Parsons Project ",Dm,1,Dm,Dm,126,ok,Dm
3000176,"You've Got A Friend","James Taylor",C,1,C,C,116,ok,C
3000177,"Old And Wise","Alan Parsons Project",C,0.95,Am,A,131,ok,C
3000178,"Wild World","Cat Stevens",C,1,Am,C,125,ok,C
3000179,"Set Fire To The Rain","Adele",C,0.64,Dm,C,110,ok,C
3000180,"Rolling In The Deep","Adele",Cm,0.81,Cm,Cm,109,ok,Cm
3000181,"Fast Car","Tracy Chapman",G,1,C,G,130,ok,G
3000182,"The Way It Is","Bruce Hornsby",C,1,Am,C,180,ok,C
3000183,"Smoke On The Water","Deep Purple",G,1,G,G,179,ok,G
3000184,"Moonlight shaddow","Mike oldfield",E,0.64,E,B,140,ok,E
3000185,"Can't Stop The Feeling","Justin Timberlake",C,0.43,C,C,81,low-confidence,C
3000186,"Message In A Bottle","The Police",F#m,0.69,C#m,F#m,199,ok,F#m
3000187,"Basket Case","Green Day",D,0.85,D,A,178,ok,D
3000188,"I'm Down","The Beatles",G,1,G,G,70,ok,G
3000189,"Don't Let The Sun Go Down On Me","Elton John",C,1,C,C,112,ok,C
3000190,"It Must Be Love","Madness",Am,0.65,Am,D,147,ok,Am
3000191,"Save Tonight","Eagle-Eye Cherry",Am,0.52,Am,G,157,low-confidence,Am
3000192,"True Colors","Cyndi Lauper",C,0.52,Am,F,141,low-confidence,C
3000193,"I Love Rock N Roll","Joan Jett",E,1,E,E,90,ok,E
3000194,"Ready To Go","Republica",D,1,D,D,100,ok,D
3000195,"Black velvet","Alannah Myles",Dm,1,Dm,Dm,100,ok,Dm
3000196,"Don't You Forget About Me","Simple Minds",D,1,D,D,120,ok,D
3000197,"Mrs Robinson","Simon and Garfunkel",F#,0.29,F#,F#,125,low-confidence,F#
3000198,"Streets Of London","Ralph McTell",E,1,E,E,152,ok,E
3000199,"Bohemian Rhapsody","Queen",Bb,0.72,Gm,F,233,ok,Bb
3000200,"The Long And Winding Road","The Beatles",Eb,0.51,Cm,Eb,113,low-confidence,Eb
3000201,"A Horse With No Name","America",D,0.78,Em,D,100,ok,D
3000202,"The Riddle","Nick Kershaw",D,0.36,F#m,Gm,210,low-confidence,D
3000203,"Linger","The Cranberries",D,0.38,G,D,91,low-confidence,D
3000204,"Wannabe","Spice Girls",B,1,B,B,158,ok,B
3000205,"Shape Of My Heart","Sting",F#m,0.69,F#m,Db,185,ok,F#m
3000206,"Clocks","Coldplay",Am,1,D,Em,97,ok,Am
3000207,"A Hard Days Night","The Beatles",G,1,G,Dm,109,ok,G
3000208,"I Like Chopin","Gazebo",Dm,0.59,Dm,A,114,ok,Dm
3000209,"Flowers In The Window","Travis",C,1,C,C,127,ok,C
3000210,"Don't Go Breaking My Heart","Elton John",F,1,F,F,193,ok,F
3000211,"You're The One That I Want","Grease Soundtrack",Am,1,Am,G,56,ok,Am
3000212,"Grease","Frankie Valli",Am,1,Am,Am,93,ok,Am
3000213,"Copacabana","Barry Manilow",Gm,1,Gm,Gm,156,ok,Gm
3000214,"Livin' Thing","Electric Light Orchestra",C,1,C,C,103,ok,C
3000215,"Here Comes The Sun","The Beatles",A,1,A,A,110,ok,A
3000216,"Eight Days A Week","The Beatles",D,1,D,D,86,ok,D
3000217,"Waiting","Green Day",F,0.79,C,F,173,ok,F
3000218,"Two Princes","Spin Doctors",D,1,D,G,120,ok,D
3000219,"One way or another","Blondie",Bm,0.71,D,B,160,ok,Bm
3000220,"Heart of Glass","Blondie",E,1,E,E,64,ok,E
3000221,"Mmm Mmm Mmm Mmm","Crash Test Dummies",F,1,Am,F,150,ok,F
3000222,"Eye Of The Tiger","Survivor",Cm,1,Cm,Ab,159,ok,Cm
3000223,"Like A Prayer","Madonna",Dm,0.61,Dm,Dm,127,ok,Dm
3000224,"Baby One More Time","Britney Spears",Bm,1,A,Bm,129,ok,Bm
3000225,"If You Leave Me Now","Chicago",C,1,C,C,154,ok,C
3000226,"Enjoy The Silence","Depeche mode",Cm,1,Cm,Cm,99,ok,Cm
3000227,"The Logical Song","Supertramp",Cm,0.98,Cm,Ab,122,ok,Cm
3000228,"Dont Look Back In Anger","Oasis",C,1,C,C,178,ok,C
3000229,"Live Forever","Oasis",Am,1,G,Am,89,ok,Am
3000230,"Fifty Ways to Leave Your Lover","Paul Simon",Em,1,Em,G,119,ok,Em
3000231,"Cryin'","Aerosmith",A,1,Bb,A,180,ok,A
3000232,"Reflections Of My Life","The Marmalade",G,1,G,D,124,ok,G
3000233,"American Pie","Don McLean",G,1,G,G,178,ok,G
3000234,"Bette Davis Eyes","Kim Carnes",F,1,Bb,F,157,ok,F
3000235,"Mad World","Gary Jules",A,0.48,Em,A,64,low-confidence,A
3000236,"Black","Pearl Jam",E,1,E,E,75,ok,E
3000237,"I Want To Break Free","Queen",E,1,A,E,106,ok,E
3000238,"In Bloom","Nirvana",Bb,1,Bb,Bb,179,ok,Bb
3000239,"Kiss From A Rose","Seal",Gm,0.49,Eb,G,168,low-confidence,Gm
3000240,"Roar","Katy Perry",A,1,A,A,111,ok,A
3000241,"So Far Away","Dire Straits",E,1,B,E,90,ok,E
3000242,"Killing Me Softly","Roberta Flack",Em,0.69,Em,E,134,ok,Em
3000243,"Private Emotion","Ricky Martin",C,1,C,C,139,ok,C
3000244,"You Know Im No Good","Amy Winehouse",Am,0.84,Dm,Am,80,ok,Am
3000245,"The Show Must Go On","Queen",Bm,1,Bm,Bm,98,ok,Bm
3000246,"Rocketman","Elton John",Gm,0.31,Gm,Eb,83,low-confidence,Gm
3000247,"Under Pressure","Queen",D,1,D,A,104,ok,D
3000248,"About a Girl","Nirvana",Dm,0.84,Dm,F,156,ok,Dm
3000249,"All Apologies","Nirvana",C,1,C,C,32,ok,C
3000250,"The Final Countdown","Europe",F#m,1,F#m,F#m,142,ok,F#m
3000251,"Get Back","The Beatles",A,0.97,A,D,98,ok,A
3000252,"Soon We'll Be Found","Sia",Cm,1,Cm,Cm,128,ok,Cm
3000253,"Woman In Love","Barbra Streisand",Dm,1,Dm,Dm,155,ok,Dm
3000254,"Crazy","Gnarls Barkley",Cm,1,Cm,Cm,55,ok,Cm
3000255,"Another One Bites The Dust","Queen",Fm,1,Fm,Fm,116,ok,Fm
3000256,"Woman","John Lennon",D,1,D,Bb,102,ok,D
3000257,"My Sweet Lord","George Harrison",Db,0.59,F#m,Db,135,ok,Db
3000258,"Crazy","Aerosmith",A,0.67,A,E,138,ok,A
3000259,"God Only Knows","Beach Boys",E,0.73,A,E,62,ok,E
3000260,"Good Vibrations","Beach Boys",Dm,0.54,Dm,C,157,low-confidence,Dm
3000261,"Free Fallin","Tom Petty",F,1,F,C,195,ok,F
3000262,"Learning To Fly","Tom Petty",C,0.7,F,G,196,ok,C
3000263,"Why Worry","Dire Straits",E,0.97,E,B,150,ok,E
3000264,"Hey Joe","Jimi Hendrix",E,1,A,E,142,ok,E
3000265,"Suspicious Minds","Elvis Presley",G,1,G,G,90,ok,G
3000266,"Where The Wild Roses Grow","Nick Cave & Kylie Minogue",Gm,1,Gm,Gm,101,ok,Gm
3000267,"Man On The Moon","REM",C,0.86,C,Em,155,ok,C
3000268,"The Boxer","Simon and Garfunkel",B,1,B,B,174,ok,B
3000269,"Stupid Thing","Aimee Mann",F,1,F,C,122,ok,F
3000270,"Otherside","Red Hot Chili Peppers",Am,1,Am,Am,120,ok,Am
3000271,"Tequila","The Champs",F,1,F,F,178,ok,F
3000272,"What A Wonderful World","Louis Armstrong",F,1,F,F,71,ok,F
3000273,"The Neverending Story","Limahl",G,0.85,C,G,116,ok,G
3000274,"Change The World","Eric Clapton",E,1,E,E,149,ok,E
3000275,"Always The Sun","The Stranglers",D,1,D,D,106,ok,D
3000276,"Let the Sunshine In","Hair",Bm,1,Bm,D,74,ok,Bm
3000277,"Lola","The kinks",E,0.58,C,E,147,ok,E
3000278,"If You Tolerate This Your Children Will Be Next","Manic Street Preachers",G,0.77,Am,G,111,ok,G
3000279,"A Design For Life","Manic Street Preachers",C,0.89,C,F,89,ok,C
3000280,"Love Of My Life","Queen",F,1,C,F,154,ok,F
3000281,"Living On My Own","Freddie Mercury",Am,1,Am,Am,51,ok,Am
3000282,"Another Day In Paradise","Phil Collins ",Em,1,Em,Em,147,ok,Em
3000283,"All The Young Dudes","Mott The Hoople",D,1,D,D,116,ok,D
3000284,"For What Its Worth","Buffalo Springfield",E,1,E,E,85,ok,E
3000285,"Redemption Song","Bob Marley & The Wailers",G,1,G,Am,140,ok,G
3000286,"Seven Nation Army","The White Stripes",Em,1,Em,Em,137,ok,Em
3000287,"Suspicious Minds","Fine Young Cannibals",G,1,G,G,114,ok,G
3000288,"Who wants to live forever","Queen",Em,1,Em,Em,91,ok,Em
3000289,"Keep Yourself Alive","Queen",Dm,0.47,F,B,155,low-confidence,Dm
3000290,"Take Me To Church","Hozier",Em,1,Em,Em,111,ok,Em
3000291,"Dancing In The Dark","Bruce Springsteen",B,1,B,B,117,ok,B
3000292,"Englishman In New York","Sting",A,1,Em,A,183,ok,A
3000293,"Golden Brown","The Stranglers",Am,0.39,Am,G,188,low-confidence,Am
3000294,"My Favorite Mistake","Sheryl Crow",G,0.54,Bm,Bm,127,low-confidence,G
3000295,"Everybody Wants To Rule The World","Tears For Fears",D,0.34,A,G,99,low-confidence,D
3000296,"The Fool On The Hill","The Beatles",D,1,D,Em,81,ok,D
3000297,"Hound Dog","Elvis Presley",C,1,C,C,60,ok,C
3000298,"Here Comes Your Man","Pixies",D,1,G,D,113,ok,D
3000299,"Jumpin Jack Flash","The Rolling Stones",B,0.69,B,A,120,ok,B
3000300,"Jeremy","Pearl Jam",A,1,A,A,105,ok,A
3000301,"Penny Lane","The Beatles",A,1,A,A,120,ok,A
3000302,"Please Please Me","The Beatles",E,1,E,E,85,ok,E
3000303,"Candle In The Wind","Elton John",E,1,B,E,91,ok,E
3000304,"Somebody That I Used To Know","Gotye",C,1,Dm,C,241,ok,C
3000305,"All My Loving","The Beatles",D,1,Em,D,70,ok,D
3000306,"A Day In The Life","The Beatles",Em,1,G,E,101,ok,Em
3000307,"Chasing Pavements","Adele",Cm,0.84,Cm,Eb,115,ok,Cm
3000308,"I'm Not In Love","10cc",A,0.66,A,B,107,ok,A
3000309,"All You Need Is Love","The Beatles",G,0.43,G,G,137,low-confidence,G
3000310,"Everything I Do I Do It For You","Bryan Adams",C,1,C,C,74,ok,C
3000311,"Here There And Everywhere","The Beatles",G,1,G,G,94,ok,G
3000312,"Another Girl","The Beatles",A,1,A,A,73,ok,A
3000313,"Back To The USSR","The Beatles",A,0.98,E,A,79,ok,A
3000314,"Can't Buy Me Love","The Beatles",C,1,Em,C,68,ok,C
3000315,"Hometown Glory","Adele",Bm,1,Bm,Bm,105,ok,Bm
3000316,"I Say A Little Prayer","Aretha Franklin",A,0.56,F#m,A,97,ok,A
3000317,"That's Just What You Are","Aimee Mann",G,1,G,G,152,ok,G
3000318,"Ob-La-Di Ob-La-Da","The Beatles",A,1,E,A,107,ok,A
3000319,"I feel fine","The Beatles",G,1,D,G,60,ok,G
4000060,"Lorelei","Scorpions",Am,0.85,Am,A,102,ok,Am
4000061,"Piano Man","Billy Joel",C,1,C,C,213,ok,C
4000062,"She's Like The Wind","Patrick Swayze",Em,0.66,C,D,110,ok,Em
4000063,"When I Was Your Man","Bruno Mars",F,1,G,F,97,ok,F
4000064,"Your Song","Elton John",D,1,D,D,126,ok,D
4000072,"Drops of Jupiter","Train",A,0.77,A,D,86,ok,A
4000074,"Patience","Take That",Em,1,Em,Em,124,ok,Em
4000087,"Hero","Mariah Carey",C,1,C,C,97,ok,C
4000089,"Jailhouse Rock","Elvis Presley",E,1,Eb,E,76,ok,E
4000090,"Mustang Sally","Wilson Pickett",C,1,C,C,108,ok,C
4000092,"Can You Feel The Love Tonight","Elton John",A,1,A,A,134,ok,A
4000095,"My Way","Frank Sinatra",D,1,D,D,100,ok,D
4000096,"All of Me","John Legend",Em,0.38,Em,D,124,low-confidence,Em
4000097,"Hello","Lionel Richie",Am,1,Am,A,102,ok,Am
4000098,"Stand By Me","Ben E. King",A,1,A,A,58,ok,A
4000099,"Angels","Robbie Williams",D,1,D,D,71,ok,D
4000100,"Show me The Meaning of Being Lonely","Backstreet Boys",Em,0.44,Em,F#m,126,low-confidence,Em
4000101,"I Will Survive","Gloria Gaynor",F#m,1,Db,F#m,101,ok,F#m
4000102,"Bitch","Meredith Brooks",A,0.65,A,D,89,ok,A
4000103,"Back For Good","Take That",F,1,F,F,145,ok,F
4000104,"The Winner Takes it All","ABBA",C,0.75,F,C,95,ok,C
4000105,"Wake Me Up Before You Go-Go","Wham",C,1,C,C,115,ok,C
4000106,"Hey Baby (I Wanna Know if You'll be my Girl)","DJ Otzi",A,0.38,F#m,Bb,152,low-confidence,A
4000107,"Part Time Lover","Stevie Wonder",Am,1,Am,Em,123,ok,Am
4000108,"Don't Stop Me Now","Queen",F,1,F,Bb,130,ok,F
4000109,"Thinking Out Loud","Ed Sheeran",C,1,C,C,171,ok,C
4000110,"Always","Bon Jovi",C,0.67,C,G,106,ok,C
4000111,"To The Moon and Back","Savage Garden",Em,0.46,G,Em,92,low-confidence,Em
4000112,"High","Lighthouse Family",C,1,C,C,117,ok,C
4000113,"Torn","Natalie Imbruglia",F,0.87,F,Dm,79,ok,F
4000114,"Halo","Beyonce",G,0.62,G,G,72,ok,G
4000115,"Hit The Road Jack","Ray Charles",Am,1,Am,Am,157,ok,Am
4000116,"The Way","Fastball",Em,1,Em,Em,99,ok,Em
4000117,"Father and Son","Cat Stevens",G,1,G,G,123,ok,G
4000118,"Wind Of Change","Scorpions",C,0.64,F,Dm,123,ok,C
4000119,"When You Say Nothing At All","Ronan Keating",D,0.4,G,D,150,low-confidence,D
4000120,"I Want it That Way","Backstreet Boys",Em,1,Em,A,120,ok,Em
4000121,"Think","Aretha Franklin",Bb,0.85,Bb,C,104,ok,Bb
4000122,"Uptown Girl","Billy Joel",C,1,C,Em,112,ok,C
4000123,"I'll Be There For You (Theme from Friends)","The Rembrandts",A,1,A,A,98,ok,A
4000124,"What You're Made Of","Lucie Silvas",Em,0.98,Em,C,119,ok,Em
4000125,"Les Champs Élysées","Joe Dassin",E,1,E,E,137,ok,E
4000126,"Livin' La Vida Loca","Ricky Martin",Bm,1,Bm,Bm,88,ok,Bm
4000127,"Unbreak My Heart","Toni Braxton",A,0.66,Bm,A,113,ok,A
4000128,"Total Eclipse of The Heart","Bonnie Tyler",G,1,Am,G,129,ok,G
4000129,"Because of You","Kelly Clarkson",D,0.37,Em,E,106,low-confidence,D
4000130,"Forever Young","Alphaville",C,0.7,C,G,122,ok,C
4000131,"Karma Chameleon","Culture Club",E,0.84,E,E,114,ok,E
4000132,"Perfect","Ed Sheeran",G,1,G,G,110,ok,G
4000133,"Somewhere Only We Know","Keane",A,1,A,A,92,ok,A
4000134,"Those Magic Changes","Sha Na Na",A,1,A,A,63,ok,A
4000135,"Shallow","Lady Gaga and Bradley Cooper",G,0.36,Em,Em,112,low-confidence,G
4000136,"Listen","Beyonce",A,1,A,A,83,ok,A
4000137,"As Long As You Love Me","Backstreet Boys",C,1,F,C,104,ok,C
4000138,"Careless Whisper","George Michael",Am,1,Am,Em,18,ok,Am
4000139,"Could I Have This Kiss Forever","Enrique Iglesias and Whitney Houston",F,0.73,Am,Bbm,80,ok,F
4000140,"I Don't Want To Miss a Thing","Aerosmith",C,1,C,C,88,ok,C
4000141,"Jolene","Dolly Parton",Am,1,Am,Am,104,ok,Am
4000142,"Imitation of Life","REM",Em,0.93,Em,Em,140,ok,Em
4000143,"Breakfast at Tiffany's","Deep Blue Something",D,1,D,D,133,ok,D
4000144,"This is The Life","Amy McDonald",Am,1,Am,Am,72,ok,Am
4000145,"La Isla Bonita","Madonna",Dm,1,Dm,Dm,180,ok,Dm
4000146,"Mamma Mia","ABBA",D,1,D,D,139,ok,D
4000147,"Honesty","Billy Joel",A,1,Am,A,138,ok,A
4000148,"Gimme, Gimme, Gimme","ABBA",Dm,1,Dm,Dm,72,ok,Dm
4000149,"YMCA","The Village People",F,0.47,C,F,87,low-confidence,F
4000150,"Just The Way You Are","Billy Joel",D,1,D,D,188,ok,D
4000151,"Gangsta's Paradise","Coolio",Cm,1,Ab,Cm,20,ok,Cm
4000152,"Happy Birthday","Eden",A,0.69,A,Db,76,ok,A
4000153,"It's Not Unusual","Tom Jones",C,0.97,C,Dm,65,ok,C
4000154,"Mambo No. 5","Lou Bega",D,0.94,Em,D,75,ok,D
4000155,"Hold The Line","Toto",A,0.34,F#m,E,205,low-confidence,A
4000156,"Can't Take My Eyes Off You","Frankie Valli",D,1,D,C,75,ok,D
4000157,"Send Me an Angel","Scorpions",Dm,0.56,Dm,Em,135,ok,Dm
4000158,"Just Can't Get Enough","Depeche Mode",G,0.98,G,C,49,ok,G
4000159,"The Longest Time","Billy Joel",C,1,C,C,129,ok,C
4000160,"It Must Have Been Love","Roxette",C,1,C,C,87,ok,C
4000161,"Listen To Your Heart","Roxette",Am,1,Am,F#m,115,ok,Am
4000162,"Alone","Heart",Dm,0.54,Dm,Dm,150,low-confidence,Dm
4000163,"Truly Madly Deeply","Savage Garden",C,0.52,C,G,79,low-confidence,C
4000164,"Everybody Needs Somebody To Love","The Blues Brothers",F,0.5,C,C,43,low-confidence,F
4000165,"Shake A Tail Feather","Ray Charles",D,1,D,G,81,ok,D
4000166,"Rawhide","The Blues Brothers",Bbm,1,Am,Bbm,108,ok,Bbm
4000167,"The Other End of Time","Toto",Gm,0.59,Gm,Eb,107,ok,Gm
4000168,"You Raise Me Up","Josh Groban",D,1,D,F,122,ok,D
4000169,"50 Ways To Say Goodbye","Train",Am,0.61,Am,G,140,ok,Am
4000170,"Circle Of Life","Elton John",A,1,A,A,97,ok,A
4000171,"In My Life","The Beatles",A,1,A,A,91,ok,A
4000172,"It's My Life","Bon Jovi",Cm,1,Cm,Bb,122,ok,Cm
4000173,"Dancing Queen","ABBA",A,1,A,D,126,ok,A
4000174,"I'm So Excited","The Pointer Sisters",Gm,1,Gm,Gm,78,ok,Gm
4000175,"Open Road","Gary Barlow",C,1,Dm,C,141,ok,C
4000176,"Supreme","Robbie Williams",Dm,1,Dm,A,87,ok,Dm
4000177,"Feel","Robbie Williams",Dm,1,Dm,Dm,146,ok,Dm
4000178,"Underneath Your Clothes","Shakira",G,1,G,Em,119,ok,G
4000179,"Hopelessly Devoted To You","Olivia Newton John",A,1,Dm,F,83,ok,A
4000180,"Skyfall","Adele",Cm,1,Cm,Cm,115,ok,Cm
4000181,"Feeling Good","Muse",Am,1,E,Am,46,ok,Am
4000182,"We Are The Champions","Queen",Cm,0.69,Cm,Cm,105,ok,Cm
4000183,"Nothing's Gonna Change My Love For You","Glenn Medeiros",C,0.99,C,D,121,ok,C
4000184,"Lemon Tree","Fool's Garden",Em,0.7,Em,G,108,ok,Em
4000185,"Top of The World","The Carpenters",C,1,C,C,133,ok,C
4000186,"Always Remember Us This Way","Lady Gaga",C,0.88,Am,C,73,ok,C
4000187,"All I Ask","Adele",E,1,E,F,111,ok,E
4000188,"No Me Ames","Jennifer Lopez & Marc Anthony",C,1,C,Am,132,ok,C
4000189,"Piu Che Puoi","Eros Ramazzotti and Cher",Bm,1,Am,Bm,106,ok,Bm
4000190,"Turn The Lights Back On","Billy Joel",C,1,C,C,164,ok,C
4000191,"Shivers","Ed Sheeran",Am,0.54,Am,G,64,low-confidence,Am
4000192,"When You're Gone","Bryan Adams and Melanie C",C,0.75,Dm,F,106,ok,C
4000193,"Uptown Funk","Bruno Mars",Dm,1,Dm,Dm,77,ok,Dm
4000194,"A Sky Full Of Stars","Coldplay",F,1,F,F,93,ok,F
4000195,"Somewhere Only We Know","Lily Allen",Bb,1,Bb,Bb,82,ok,Bb
4000196,"Mon Amour","Slimane",Bm,1,Bm,Bm,83,ok,Bm
4000197,"Voila","Barbara Pravi",Dm,1,Dm,Dm,78,ok,Dm
4000198,"Flying Without Wings","Westlife",G,1,G,G,48,ok,G
4000199,"Twist And Shout","The Beatles",D,1,D,D,87,ok,D
4000200,"Have You Ever Seen The Rain","Creedence Clearwater Revival",C,1,Am,C,62,ok,C
4000201,"Does Your Mother Know","ABBA",G,1,G,G,139,ok,G
4000202,"Waterloo","ABBA",D,1,D,D,80,ok,D
4000203,"Super Trouper","ABBA",C,1,C,C,128,ok,C
4000204,"Thank You For The Music","ABBA",E,1,E,E,150,ok,E
4000205,"Money Money Money","ABBA",Am,1,Am,Bbm,123,ok,Am
4000206,"Take A Chance On Me","ABBA",C,1,C,C,63,ok,C
4000207,"Summer Night City","ABBA",Dm,0.96,Dm,Dm,82,ok,Dm
4000208,"Lay All Your Love On Me","ABBA",Dm,1,Dm,F,152,ok,Dm
4000209,"SOS","ABBA",Dm,1,Dm,Dm,148,ok,Dm
4000210,"I Have A Dream","ABBA",A,1,A,A,81,ok,A
4000211,"Voulez Vous","ABBA",Em,1,B,Em,102,ok,Em
4000212,"Chiquitita","ABBA",A,1,A,D,147,ok,A
4000213,"Fernando","ABBA",A,1,A,A,79,ok,A
